dtp,Temp_deg_C,SpCond_uS_cm
6/12/15 3:45,14.07,87.7
6/12/15 4:00,14.03,87.7
6/12/15 4:15,14,87.9
6/12/15 4:30,13.98,87.8
6/12/15 4:45,13.96,88
6/12/15 5:00,13.95,88
6/12/15 5:15,13.96,88.1
6/12/15 5:30,13.95,88.2
6/12/15 5:45,13.95,88.2
6/12/15 6:00,13.97,88.3
6/12/15 6:15,13.99,88.5
6/12/15 6:30,14.02,88.4
6/12/15 6:45,14.08,88.4
6/12/15 7:00,14.14,88.6
6/12/15 7:15,14.21,88.6
6/12/15 7:30,14.31,88.7
6/12/15 7:45,14.42,88.8
6/12/15 8:00,14.53,88.8
6/12/15 8:15,14.65,88.8
6/12/15 8:30,14.78,88.9
6/11/15 22:45,15.19,85.6
6/11/15 23:00,15.12,85.8
6/11/15 23:15,15.04,85.8
6/11/15 23:30,14.97,85.9
6/11/15 23:45,14.9,86
6/12/15 0:00,14.84,86.2
6/12/15 0:15,14.78,86.4
6/12/15 0:30,14.73,86.5
6/12/15 0:45,14.68,86.6
6/12/15 1:00,14.63,86.7
6/12/15 1:15,14.57,86.7
6/12/15 1:30,14.52,87.1
6/12/15 9:15,15.09,89.1
6/12/15 9:30,15.16,89.1
6/12/15 8:45,14.89,89
6/12/15 9:00,14.98,89
6/12/15 9:45,15.25,89.3
6/12/15 22:00,14.45,90.1
6/12/15 22:15,14.4,88.9
6/12/15 23:45,13.84,78
6/13/15 0:00,13.76,75.2
6/13/15 0:15,13.7,74.1
6/13/15 0:30,13.62,72.1
6/13/15 0:45,13.56,69.6
6/13/15 1:00,13.48,67.5
6/13/15 1:15,13.38,64.5
6/13/15 1:30,13.27,60.6
6/12/15 22:30,14.34,89.5
6/12/15 22:45,14.24,87.7
6/12/15 23:00,14.18,87
6/12/15 23:15,14.05,83.9
6/12/15 23:30,13.93,80.8
6/13/15 3:00,12.99,51.7
6/13/15 3:15,12.98,50.9
6/13/15 3:30,12.97,50.1
6/13/15 3:45,12.96,49.3
6/13/15 4:00,12.95,48.8
6/13/15 4:15,12.95,48.6
6/13/15 4:30,12.94,48.5
6/13/15 4:45,12.94,48.5
6/13/15 1:45,13.18,57.3
6/13/15 2:00,13.13,55.4
6/13/15 2:15,13.09,54.2
6/13/15 2:30,13.05,53.3
6/13/15 2:45,13.02,52.6
6/13/15 18:45,16.34,67.1
6/13/15 19:00,16.31,67.5
6/13/15 19:15,16.28,67.9
6/13/15 19:30,16.24,68.2
6/13/15 19:45,16.19,68.5
6/13/15 20:00,16.14,68.7
6/13/15 20:15,16.08,69
6/13/15 20:30,16.02,69.3
6/13/15 20:45,15.96,69.4
6/13/15 21:00,15.89,69.8
6/13/15 21:15,15.83,70.1
6/13/15 21:30,15.77,70.4
6/13/15 21:45,15.71,70.7
6/13/15 9:15,14.08,54.5
6/13/15 12:00,15.79,58.4
6/13/15 12:15,15.93,58.9
6/13/15 12:30,16.04,59.1
6/13/15 12:45,16.12,59.5
6/13/15 13:00,16.24,59.8
6/13/15 13:15,16.32,60
6/13/15 13:30,16.37,60.4
6/13/15 13:45,16.42,60.7
6/13/15 14:00,16.49,61.2
6/13/15 14:15,16.53,61.5
6/13/15 14:30,16.55,61.8
6/13/15 14:45,16.57,62.3
6/13/15 15:00,16.58,62.6
6/13/15 15:15,16.59,62.9
6/13/15 15:30,16.58,63.1
6/13/15 15:45,16.59,63.6
6/13/15 16:00,16.61,63.7
6/13/15 16:15,16.59,64.2
6/13/15 16:30,16.57,64.5
6/13/15 16:45,16.55,64.7
6/13/15 17:00,16.53,65.1
6/13/15 17:15,16.49,65.3
6/13/15 5:00,12.94,48.5
6/13/15 5:15,12.95,48.7
6/13/15 5:30,12.96,48.9
6/13/15 5:45,12.98,49.2
6/13/15 6:00,13.03,49.6
6/13/15 6:15,13.1,49.9
6/13/15 6:30,13.13,50.3
6/13/15 6:45,13.12,50.8
6/13/15 7:00,13.14,51.2
6/13/15 7:15,13.17,51.6
6/13/15 7:30,13.22,52.1
6/13/15 7:45,13.3,52.4
6/13/15 8:00,13.43,52.9
6/13/15 8:15,13.56,53.2
6/13/15 8:30,13.68,53.5
6/13/15 8:45,13.81,53.8
6/13/15 9:00,13.94,54.2
6/13/15 18:15,16.41,66.9
6/13/15 18:30,16.37,66.8
6/13/15 17:30,16.49,65.8
6/13/15 17:45,16.47,66.2
6/13/15 18:00,16.45,66.4
6/13/15 23:15,15.32,72
6/13/15 22:30,15.52,71.3
6/13/15 22:45,15.45,71.4
6/13/15 23:00,15.38,71.8
6/14/15 0:15,15.03,72.8
6/13/15 23:30,15.24,72.3
6/13/15 23:45,15.17,72.4
6/14/15 0:00,15.1,72.5
6/13/15 22:00,15.65,70.8
6/13/15 22:15,15.59,71.2
6/14/15 1:45,14.6,73.9
6/14/15 2:00,14.52,74.1
6/14/15 2:15,14.44,74.1
6/14/15 2:30,14.36,74.3
6/14/15 2:45,14.28,74.5
6/14/15 3:00,14.2,74.6
6/14/15 3:15,14.12,74.8
6/14/15 3:30,14.05,74.9
6/14/15 0:30,14.96,73
6/14/15 0:45,14.88,73.2
6/14/15 1:00,14.81,73.3
6/14/15 1:15,14.74,73.4
6/14/15 1:30,14.67,73.6
6/14/15 5:00,13.72,75.6
6/14/15 5:15,13.69,75.7
6/14/15 5:30,13.68,75.9
6/14/15 5:45,13.68,75.9
6/14/15 6:00,13.7,76.2
6/14/15 6:15,13.73,76.2
6/14/15 6:30,13.75,76.4
6/14/15 6:45,13.8,76.5
6/14/15 7:00,13.86,76.6
6/14/15 7:15,13.89,76.7
6/14/15 7:30,13.94,76.9
6/14/15 7:45,14,76.9
6/14/15 8:00,14.1,77.2
6/14/15 8:15,14.21,77.3
6/14/15 8:30,14.36,77.3
6/14/15 8:45,14.49,77.4
6/14/15 9:00,14.65,77.6
6/14/15 9:15,14.82,77.6
6/14/15 9:30,15,77.8
6/14/15 9:45,15.19,77.9
6/14/15 10:00,15.36,78
6/14/15 10:15,15.55,78.1
6/14/15 10:30,15.73,78.3
6/14/15 10:45,15.89,78.3
6/14/15 11:00,16.06,78.5
6/14/15 11:15,16.24,78.6
6/14/15 11:30,16.38,78.6
6/14/15 11:45,16.53,78.8
6/14/15 12:00,16.64,78.8
6/14/15 12:15,16.77,78.9
6/14/15 12:30,16.87,79.1
6/14/15 12:45,16.96,79.2
6/14/15 13:00,17.07,79.3
6/14/15 13:15,17.16,79.4
6/14/15 13:30,17.23,79.5
6/14/15 3:45,13.99,75.1
6/14/15 4:00,13.93,75.3
6/14/15 4:15,13.88,75.4
6/14/15 4:30,13.82,75.4
6/14/15 4:45,13.76,75.4
6/14/15 14:45,17.35,80.2
6/14/15 15:00,17.34,80.3
6/14/15 15:15,17.32,80.5
6/14/15 15:30,17.27,80.8
6/14/15 15:45,17.21,80.9
6/14/15 16:00,17.16,81.1
6/14/15 16:15,17.11,81.3
6/14/15 16:30,17.07,81.3
6/14/15 16:45,17.02,81.5
6/14/15 17:00,16.97,81.6
6/14/15 17:15,16.91,81.8
6/14/15 17:30,16.86,82.2
6/14/15 17:45,16.8,82.1
6/14/15 18:00,16.74,82.4
6/14/15 18:15,16.68,82.7
6/14/15 18:30,16.6,82.7
6/14/15 18:45,16.53,83.1
6/14/15 19:00,16.45,83.1
6/14/15 19:15,16.38,83.1
6/14/15 19:30,16.3,83.3
6/14/15 19:45,16.22,83.7
6/14/15 20:00,16.14,83.6
6/14/15 20:15,16.06,83.9
6/14/15 20:30,15.97,83.9
6/14/15 20:45,15.89,84.1
6/14/15 21:00,15.82,84.2
6/14/15 21:15,15.74,84.3
6/14/15 21:30,15.67,84.5
6/14/15 21:45,15.61,84.8
6/14/15 14:00,17.31,79.8
6/14/15 14:15,17.34,79.9
6/14/15 14:30,17.36,80.1
6/14/15 13:45,17.28,79.8
6/15/15 8:30,14.42,88.5
6/15/15 8:45,14.46,88.5
6/15/15 9:00,14.48,88.5
6/15/15 9:15,14.51,88.7
6/15/15 9:30,14.54,88.5
6/15/15 9:45,14.56,88.7
6/15/15 10:00,14.61,88.8
6/15/15 1:15,14.8,86.3
6/15/15 1:30,14.75,86.5
6/15/15 1:45,14.7,86.5
6/15/15 2:00,14.64,86.5
6/15/15 2:15,14.59,86.6
6/15/15 2:30,14.54,86.6
6/15/15 2:45,14.49,86.9
6/15/15 3:00,14.44,87
6/15/15 3:15,14.39,87
6/15/15 3:30,14.35,87
6/15/15 3:45,14.31,87.2
6/15/15 4:00,14.27,87.5
6/15/15 4:15,14.23,87.3
6/15/15 4:30,14.2,87.3
6/15/15 4:45,14.17,87.6
6/15/15 5:00,14.15,87.5
6/15/15 5:15,14.14,87.7
6/15/15 5:30,14.13,87.7
6/15/15 5:45,14.11,87.9
6/15/15 6:00,14.09,88
6/15/15 6:15,14.08,87.8
6/15/15 6:30,14.11,88
6/15/15 6:45,14.14,87.9
6/15/15 7:00,14.15,87.2
6/15/15 7:15,14.16,87.9
6/15/15 7:30,14.21,88.2
6/15/15 7:45,14.26,88.1
6/15/15 8:00,14.31,88.3
6/15/15 8:15,14.38,88.4
6/15/15 18:30,14.31,90
6/15/15 18:45,14.26,89.9
6/15/15 19:00,14.22,89.9
6/15/15 19:15,14.18,90
6/15/15 19:30,14.13,90.3
6/15/15 19:45,14.09,90.1
6/15/15 20:00,14.05,90.3
6/15/15 10:15,14.63,88.8
6/15/15 10:30,14.69,88.8
6/15/15 10:45,14.72,89
6/15/15 11:00,14.74,88.9
6/15/15 11:15,14.76,89
6/15/15 11:30,14.79,89
6/15/15 11:45,14.8,89
6/15/15 12:00,14.83,89.4
6/15/15 12:15,14.84,89.2
6/15/15 12:30,14.84,89.2
6/15/15 12:45,14.84,89.4
6/15/15 13:00,14.83,89.4
6/15/15 13:15,14.83,89.3
6/15/15 13:30,14.84,89.3
6/15/15 13:45,14.84,89.2
6/15/15 14:00,14.83,89.1
6/15/15 14:15,14.82,88.9
6/15/15 14:30,14.8,88.8
6/15/15 14:45,14.79,88.8
6/15/15 15:00,14.78,88.9
6/15/15 15:15,14.76,89.1
6/15/15 15:30,14.74,89.2
6/15/15 15:45,14.71,89.3
6/15/15 16:00,14.69,89.5
6/15/15 16:15,14.66,89.7
6/15/15 16:30,14.63,89.7
6/15/15 16:45,14.59,89.7
6/15/15 17:00,14.55,89.9
6/15/15 17:15,14.51,89.9
6/15/15 17:30,14.47,89.8
6/15/15 17:45,14.43,89.7
6/15/15 18:00,14.4,89.9
6/15/15 18:15,14.35,89.8
6/14/15 22:00,15.55,84.8
6/14/15 22:15,15.49,85
6/14/15 22:30,15.43,85.1
6/14/15 22:45,15.37,85.3
6/14/15 23:00,15.31,85.2
6/14/15 23:15,15.25,85.5
6/14/15 23:30,15.19,85.6
6/14/15 23:45,15.13,85.6
6/15/15 0:00,15.08,85.8
6/15/15 0:15,15.02,85.9
6/15/15 0:30,14.96,86.1
6/15/15 0:45,14.9,86.2
6/15/15 1:00,14.85,86.1
6/15/15 20:30,13.96,90.3
6/15/15 20:45,13.92,90.4
6/15/15 21:00,13.88,90.4
6/15/15 21:15,13.85,90.4
6/15/15 21:30,13.82,90.4
6/15/15 21:45,13.79,90.5
6/15/15 20:15,14,90.3
6/16/15 8:15,13.68,91
6/16/15 8:30,13.68,91.1
6/16/15 8:45,13.72,91.1
6/16/15 9:15,13.79,91.3
6/16/15 9:30,13.79,91.3
6/16/15 9:45,13.78,91.4
6/16/15 9:00,13.77,91.2
6/16/15 10:15,13.77,91.2
6/16/15 10:30,13.76,91.1
6/16/15 10:45,13.76,90.9
6/16/15 11:00,13.78,91.2
6/16/15 11:15,13.77,91.1
6/16/15 11:30,13.76,91.1
6/16/15 11:45,13.77,91
6/16/15 12:00,13.77,90.8
6/16/15 12:15,13.77,91.5
6/16/15 12:30,13.8,91.5
6/16/15 12:45,13.82,91.7
6/16/15 13:00,13.85,91.8
6/16/15 10:00,13.78,91.4
6/16/15 13:30,13.83,91.7
6/16/15 13:45,13.8,91.6
6/16/15 14:00,13.78,91.4
6/16/15 14:15,13.79,91.1
6/16/15 14:30,13.82,90.7
6/16/15 14:45,13.87,90.2
6/16/15 15:00,13.86,89.8
6/16/15 15:15,13.86,89.4
6/16/15 15:30,13.87,88.7
6/16/15 15:45,13.83,87.9
6/16/15 16:00,13.8,86.9
6/16/15 16:15,13.74,86
6/16/15 13:15,13.85,91.8
6/16/15 6:45,13.45,91.1
6/16/15 7:00,13.48,91.1
6/16/15 7:15,13.53,91.1
6/16/15 7:30,13.57,91
6/16/15 7:45,13.64,91
6/16/15 8:00,13.65,91
6/16/15 18:15,13.42,80.1
6/16/15 18:30,13.39,79.9
6/16/15 18:45,13.36,79.7
6/16/15 19:00,13.35,79.5
6/16/15 19:15,13.33,79.2
6/16/15 19:30,13.32,79
6/16/15 19:45,13.31,78.9
6/16/15 20:00,13.31,78.6
6/16/15 20:15,13.31,78.3
6/16/15 20:30,13.3,77.8
6/16/15 20:45,13.29,77.5
6/16/15 21:00,13.28,77.1
6/16/15 21:15,13.26,76.8
6/16/15 21:30,13.25,76.8
6/16/15 21:45,13.23,76.6
6/16/15 1:45,13.4,90.4
6/16/15 2:00,13.38,90.6
6/16/15 2:15,13.36,90.6
6/16/15 2:30,13.34,90.4
6/16/15 2:45,13.32,90.5
6/16/15 3:00,13.3,90.6
6/16/15 3:15,13.28,90.8
6/16/15 3:30,13.26,90.7
6/16/15 3:45,13.24,90.8
6/16/15 4:00,13.23,90.8
6/16/15 4:15,13.22,90.9
6/16/15 4:30,13.22,91
6/16/15 4:45,13.22,91.2
6/16/15 5:00,13.23,91
6/16/15 5:15,13.23,91
6/16/15 5:30,13.24,91
6/16/15 5:45,13.29,91
6/16/15 6:00,13.32,91.2
6/16/15 16:30,13.7,84.7
6/16/15 16:45,13.66,83.2
6/16/15 17:00,13.61,82.1
6/16/15 17:15,13.56,81.1
6/16/15 17:30,13.51,80.4
6/16/15 17:45,13.47,80.2
6/16/15 18:00,13.44,80.1
6/15/15 22:00,13.77,90.7
6/15/15 22:15,13.74,90.5
6/15/15 22:30,13.72,90.6
6/15/15 22:45,13.7,90.7
6/15/15 23:00,13.67,90.6
6/15/15 23:15,13.64,90.5
6/15/15 23:30,13.62,90.5
6/15/15 23:45,13.59,90.5
6/16/15 0:00,13.57,90.5
6/16/15 0:15,13.54,90.5
6/16/15 0:30,13.52,90.5
6/16/15 0:45,13.5,90.5
6/16/15 1:00,13.47,90.6
6/16/15 1:15,13.45,90.5
6/16/15 1:30,13.43,90.5
6/16/15 6:15,13.34,91.1
6/16/15 6:30,13.4,91.2
6/16/15 22:00,13.22,76.4
6/16/15 22:45,13.17,76.4
6/16/15 23:00,13.15,76.4
6/16/15 22:15,13.21,76.4
6/16/15 22:30,13.19,76.3
6/16/15 23:45,13.1,76.5
6/17/15 0:00,13.08,76.4
6/17/15 0:15,13.06,76.4
6/17/15 0:30,13.03,76.4
6/17/15 0:45,13,76.5
6/17/15 1:00,12.97,76.5
6/17/15 1:15,12.94,76.6
6/17/15 1:30,12.9,76.7
6/17/15 1:45,12.86,76.8
6/17/15 2:00,12.82,76.7
6/17/15 2:15,12.78,77
6/16/15 23:15,13.13,76.5
6/16/15 23:30,13.11,76.4
6/17/15 13:00,16.02,81.9
6/17/15 13:15,16.12,82.1
6/17/15 13:30,16.2,82.1
6/17/15 13:45,16.27,82.4
6/17/15 14:00,16.31,82.6
6/17/15 14:15,16.34,82.7
6/17/15 14:30,16.35,82.8
6/17/15 14:45,16.33,82.8
6/17/15 15:00,16.28,82.9
6/17/15 15:15,16.27,82.9
6/17/15 15:30,16.23,83.1
6/17/15 15:45,16.18,83.4
6/17/15 16:00,16.12,83.4
6/17/15 16:15,16.07,83.4
6/17/15 16:30,16.03,83.9
6/17/15 16:45,15.97,83.9
6/17/15 17:00,15.9,84.1
6/17/15 17:15,15.83,84.3
6/17/15 17:30,15.75,84.4
6/17/15 17:45,15.68,84.5
6/17/15 18:00,15.6,84.7
6/17/15 18:15,15.52,84.8
6/17/15 18:30,15.44,85
6/17/15 18:45,15.36,85.2
6/17/15 19:00,15.28,85.6
6/17/15 19:15,15.19,85.5
6/17/15 19:30,15.11,85.7
6/17/15 19:45,15.02,86
6/17/15 20:00,14.93,86.1
6/17/15 20:15,14.84,86.3
6/17/15 20:30,14.75,86.6
6/17/15 20:45,14.66,86.7
6/17/15 21:00,14.57,86.9
6/17/15 21:15,14.48,87
6/17/15 21:30,14.4,87.2
6/17/15 21:45,14.32,87.4
6/17/15 11:45,15.35,81.3
6/17/15 12:00,15.51,81.5
6/17/15 12:15,15.65,81.7
6/17/15 2:30,12.73,76.9
6/17/15 2:45,12.68,77
6/17/15 3:00,12.64,77.1
6/17/15 3:15,12.59,77.3
6/17/15 3:30,12.55,77.3
6/17/15 3:45,12.51,77.6
6/17/15 4:00,12.47,77.6
6/17/15 4:15,12.43,77.8
6/17/15 4:30,12.4,77.9
6/17/15 4:45,12.37,78
6/17/15 5:00,12.34,78.2
6/17/15 5:15,12.32,78.2
6/17/15 5:30,12.31,78.5
6/17/15 5:45,12.31,78.4
6/17/15 6:00,12.32,78.6
6/17/15 6:15,12.34,78.6
6/17/15 6:30,12.39,78.8
6/17/15 6:45,12.44,78.9
6/17/15 7:00,12.5,79.1
6/17/15 7:15,12.6,79.2
6/17/15 7:30,12.71,79.4
6/17/15 7:45,12.82,79.5
6/17/15 8:00,12.93,79.6
6/17/15 8:15,13.06,79.8
6/17/15 8:30,13.2,79.9
6/17/15 8:45,13.35,80.1
6/17/15 9:00,13.51,80.3
6/17/15 9:15,13.65,80.2
6/17/15 9:30,13.82,80.4
6/17/15 9:45,13.93,80.4
6/17/15 10:00,14.12,80.6
6/17/15 10:15,14.3,80.7
6/17/15 10:30,14.49,80.8
6/17/15 10:45,14.66,80.8
6/17/15 11:00,14.85,81.1
6/17/15 11:15,15.02,81.1
6/17/15 11:30,15.19,81.3
6/17/15 12:45,15.91,81.8
6/17/15 12:30,15.79,81.8
6/17/15 22:15,14.16,87.6
6/17/15 22:30,14.08,87.8
6/17/15 22:00,14.24,87.5
6/17/15 23:15,13.86,88.2
6/17/15 23:30,13.79,88.3
6/17/15 23:45,13.73,88.5
6/18/15 0:00,13.66,88.6
6/18/15 0:15,13.6,88.7
6/18/15 0:30,13.54,88.7
6/18/15 0:45,13.48,88.9
6/18/15 1:00,13.43,89
6/18/15 1:15,13.37,89.2
6/18/15 1:30,13.31,89.3
6/18/15 1:45,13.26,89.4
6/18/15 2:00,13.2,89.4
6/18/15 2:15,13.15,89.5
6/18/15 2:30,13.09,89.5
6/18/15 2:45,13.04,89.6
6/18/15 3:00,13,89.6
6/18/15 3:15,12.95,89.8
6/18/15 3:30,12.9,89.8
6/18/15 3:45,12.85,89.8
6/18/15 4:00,12.81,89.9
6/18/15 4:15,12.77,89.8
6/18/15 4:30,12.74,90
6/18/15 4:45,12.73,90.2
6/18/15 5:00,12.72,90.2
6/18/15 5:15,12.71,90.2
6/18/15 5:30,12.7,90.3
6/18/15 5:45,12.71,90.5
6/18/15 6:00,12.72,90.5
6/18/15 6:15,12.79,90.6
6/18/15 6:30,12.84,90.6
6/18/15 6:45,12.89,90.8
6/18/15 7:00,12.96,91
6/18/15 7:15,13.13,91
6/18/15 7:30,13.23,90.9
6/18/15 7:45,13.4,91.1
6/18/15 8:00,13.55,91.1
6/18/15 8:15,13.76,91.1
6/18/15 8:30,13.97,91.1
6/17/15 22:45,14,88
6/17/15 23:00,13.93,88.1
6/18/15 20:45,15.57,94.1
6/18/15 21:00,15.52,94.3
6/18/15 21:15,15.45,94.3
6/18/15 21:30,15.4,94.5
6/18/15 21:45,15.35,94.7
6/18/15 10:15,14.46,91.4
6/18/15 10:30,14.62,91.4
6/18/15 10:45,14.89,90.8
6/18/15 11:00,15.05,90.8
6/18/15 11:15,15.31,90.8
6/18/15 11:30,15.62,90.8
6/18/15 12:15,16.37,91.3
6/18/15 12:30,16.58,91.2
6/18/15 12:45,16.66,91.3
6/18/15 13:00,16.79,91.5
6/18/15 13:15,16.86,91.4
6/18/15 13:30,16.98,91.5
6/18/15 13:45,16.97,91.5
6/18/15 14:00,17.07,91.6
6/18/15 14:15,17.05,91.5
6/18/15 14:30,17,91.7
6/18/15 14:45,16.93,91.7
6/18/15 15:00,16.91,91.6
6/18/15 15:15,16.98,91.8
6/18/15 15:30,16.99,91.8
6/18/15 15:45,16.91,91.9
6/18/15 16:00,16.86,91.9
6/18/15 16:15,16.8,92.1
6/18/15 16:30,16.74,92.2
6/18/15 16:45,16.7,92.2
6/18/15 17:00,16.63,92.4
6/18/15 17:15,16.58,92.5
6/18/15 17:30,16.51,92.6
6/18/15 17:45,16.44,92.7
6/18/15 18:00,16.37,92.8
6/18/15 18:15,16.3,92.8
6/18/15 18:30,16.23,92.9
6/18/15 18:45,16.16,93
6/18/15 19:00,16.08,93.1
6/18/15 8:45,14.15,91.2
6/18/15 9:00,14.21,91.2
6/18/15 9:15,14.23,91.3
6/18/15 9:30,14.25,91.4
6/18/15 9:45,14.29,91.4
6/18/15 10:00,14.35,91.5
6/18/15 20:30,15.64,93.9
6/18/15 19:30,15.93,93.4
6/18/15 19:45,15.85,93.6
6/18/15 20:00,15.78,93.6
6/18/15 19:15,16,93.3
6/18/15 20:15,15.71,93.7
6/18/15 22:15,15.28,94.8
6/18/15 22:30,15.24,94.8
6/18/15 22:45,15.2,94.7
6/18/15 23:15,15.16,94.5
6/18/15 23:30,15.13,94.8
6/18/15 23:45,15.11,95
6/18/15 23:00,15.18,94.8
6/18/15 22:00,15.31,94.7
6/19/15 1:30,14.91,94.8
6/19/15 1:45,14.87,94.8
6/19/15 2:00,14.84,94.6
6/19/15 2:15,14.81,94.5
6/19/15 2:30,14.79,94.4
6/19/15 2:45,14.76,94.3
6/19/15 3:00,14.75,93.9
6/19/15 0:00,15.09,95.2
6/19/15 0:15,15.06,95.1
6/19/15 0:30,15.03,95
6/19/15 0:45,15,95.1
6/19/15 1:00,14.97,95
6/19/15 1:15,14.94,94.8
6/19/15 4:45,14.63,88.6
6/19/15 5:00,14.58,87.3
6/19/15 5:15,14.54,86.4
6/19/15 5:30,14.5,86
6/19/15 5:45,14.46,85.8
6/19/15 6:00,14.42,85.8
6/19/15 6:15,14.38,85.9
6/19/15 3:15,14.76,93.6
6/19/15 3:30,14.77,92.8
6/19/15 3:45,14.77,91.7
6/19/15 4:00,14.75,91.3
6/19/15 4:15,14.71,90.4
6/19/15 4:30,14.67,89.6
6/19/15 8:00,14.33,84.7
6/19/15 8:15,14.39,84.4
6/19/15 8:30,14.57,84.4
6/19/15 8:45,14.73,84.1
6/19/15 9:00,14.99,84
6/19/15 9:15,15.07,83.8
6/19/15 9:30,15.13,83.6
6/19/15 9:45,15.25,83.5
6/19/15 10:00,15.37,83.3
6/19/15 10:15,15.45,83.1
6/19/15 10:30,15.47,83.1
6/19/15 10:45,15.67,83
6/19/15 11:00,15.82,82.9
6/19/15 11:15,15.94,82.8
6/19/15 11:30,16.01,82.7
6/19/15 11:45,16.16,82.8
6/19/15 12:00,16.3,82.7
6/19/15 12:15,16.38,82.6
6/19/15 12:30,16.5,82.6
6/19/15 12:45,16.57,82.6
6/19/15 13:00,16.64,82.5
6/19/15 13:15,16.7,82.7
6/19/15 13:30,16.75,82.9
6/19/15 13:45,16.77,82.9
6/19/15 14:00,16.79,83
6/19/15 14:15,16.78,83.2
6/19/15 14:30,16.75,83.2
6/19/15 14:45,16.73,83.3
6/19/15 15:00,16.69,83.5
6/19/15 15:15,16.63,83.6
6/19/15 15:30,16.56,83.7
6/19/15 15:45,16.48,83.8
6/19/15 16:00,16.39,83.8
6/19/15 16:15,16.3,83.9
6/19/15 6:30,14.34,85.9
6/19/15 6:45,14.32,85.7
6/19/15 7:00,14.32,85.6
6/19/15 7:15,14.31,85.4
6/19/15 7:30,14.3,85.1
6/19/15 7:45,14.29,84.7
6/19/15 17:30,15.88,84.6
6/19/15 17:45,15.79,84.8
6/19/15 18:00,15.69,84.9
6/19/15 18:15,15.61,85
6/19/15 18:30,15.52,85.2
6/19/15 18:45,15.42,85.3
6/19/15 19:00,15.33,85.5
6/19/15 19:15,15.23,85.6
6/19/15 19:30,15.14,85.9
6/19/15 19:45,15.03,85.9
6/19/15 20:00,14.93,86
6/19/15 20:15,14.82,86.2
6/19/15 20:30,14.72,86.3
6/19/15 20:45,14.62,86.6
6/19/15 21:00,14.51,86.6
6/19/15 21:15,14.41,86.9
6/19/15 21:30,14.32,87
6/19/15 21:45,14.22,87
6/19/15 17:15,15.96,84.5
6/19/15 16:30,16.22,84.1
6/19/15 16:45,16.14,84.2
6/19/15 17:00,16.05,84.3
6/20/15 8:15,12.73,91.5
6/20/15 8:30,12.95,91.7
6/20/15 8:45,13.17,91.8
6/20/15 9:00,13.39,91.8
6/20/15 9:15,13.62,92
6/20/15 10:30,14.68,91.3
6/20/15 10:45,14.87,91.4
6/20/15 11:00,15.08,91.4
6/20/15 11:15,15.26,91.4
6/20/15 11:30,15.44,91.4
6/20/15 11:45,15.64,91.4
6/20/15 12:00,15.82,91.5
6/20/15 12:15,16,91.6
6/20/15 12:30,16.14,91.7
6/20/15 9:30,13.83,91.8
6/20/15 9:45,14.05,92
6/20/15 10:00,14.27,92
6/20/15 10:15,14.47,92
6/20/15 3:45,12.03,90.1
6/20/15 4:00,11.94,90.1
6/20/15 4:15,11.87,90.2
6/20/15 4:30,11.81,90.4
6/20/15 4:45,11.75,90.4
6/20/15 5:00,11.7,90.6
6/20/15 5:15,11.67,90.6
6/20/15 5:30,11.64,90.5
6/20/15 5:45,11.63,90.6
6/20/15 6:00,11.64,90.9
6/20/15 6:15,11.67,90.9
6/20/15 6:30,11.73,91
6/20/15 6:45,11.8,91.1
6/20/15 7:00,11.9,91.2
6/20/15 7:15,12.02,91.2
6/20/15 7:30,12.18,91.5
6/20/15 7:45,12.36,91.5
6/20/15 8:00,12.53,91.4
6/20/15 18:15,16.15,93.7
6/20/15 18:30,16.08,93.9
6/20/15 18:45,16,94
6/20/15 19:00,15.91,94
6/20/15 19:15,15.83,94.4
6/20/15 19:30,15.74,94.4
6/20/15 19:45,15.66,94.6
6/20/15 20:00,15.58,94.7
6/20/15 20:15,15.49,94.9
6/20/15 20:30,15.41,95
6/20/15 20:45,15.34,95.1
6/20/15 21:00,15.28,95.3
6/20/15 21:15,15.22,95.5
6/20/15 21:30,15.17,95.6
6/20/15 21:45,15.13,95.8
6/20/15 1:45,12.75,89.3
6/20/15 2:00,12.66,89.5
6/20/15 2:15,12.57,89.6
6/20/15 12:45,16.3,91.8
6/20/15 13:00,16.46,91.7
6/20/15 13:15,16.59,91.8
6/20/15 13:30,16.71,91.9
6/20/15 13:45,16.81,91.9
6/20/15 14:00,16.88,92.1
6/20/15 14:15,16.94,92.2
6/20/15 14:30,16.97,92.3
6/20/15 14:45,16.98,92.3
6/20/15 15:00,16.98,92.4
6/20/15 15:15,16.96,92.5
6/20/15 15:30,16.93,92.6
6/20/15 15:45,16.88,92.7
6/20/15 16:00,16.82,92.7
6/20/15 16:15,16.74,92.8
6/20/15 16:30,16.66,92.9
6/20/15 16:45,16.6,93
6/20/15 17:00,16.49,93
6/20/15 17:15,16.41,93.2
6/20/15 17:30,16.35,93.2
6/20/15 17:45,16.29,93.4
6/20/15 18:00,16.21,93.6
6/19/15 22:00,14.12,87.2
6/19/15 22:15,14.03,87.4
6/19/15 22:30,13.94,87.4
6/19/15 22:45,13.85,87.7
6/19/15 23:00,13.76,87.7
6/19/15 23:15,13.67,87.6
6/19/15 23:30,13.57,87.9
6/19/15 23:45,13.48,88.1
6/20/15 0:00,13.39,88.2
6/20/15 0:15,13.3,88.2
6/20/15 0:30,13.21,88.5
6/20/15 0:45,13.12,88.6
